batch_size = 32, epochs = 100
back_acc, 0.547383309844
tense_acc, 0.547383309844

RUN 7

loss, 9.9090801587
consonantal_loss, 0.649903053357
sonorant_loss, 0.694393600399
continuant_loss, 0.667712200818
delayedrelease_loss, 1.05231863277
approximant_loss, 0.66764587636
nasal_loss, 0.123710738793
labial_loss, 0.148347689927
round_loss, 0.611955838628
strident_loss, 0.813130055113
height_loss, 0.691273664231
low_loss, 0.993594465701
front_loss, 0.839204533012
back_loss, 0.990615889746
tense_loss, 0.965274137773
consonantal_acc, 0.649222065148
sonorant_acc, 0.486562942093
continuant_acc, 0.612446959024
delayedrelease_acc, 0.482319660622
approximant_acc, 0.616690240537
nasal_acc, 0.973125884017
labial_acc, 0.966053748232
round_acc, 0.698727015601
strident_acc, 0.644978783593
height_acc, 0.547383309844
low_acc, 0.547383309844
front_acc, 0.547383309844
back_acc, 0.547383309844
tense_acc, 0.547383309844

RUN 8

loss, 9.91584442495
consonantal_loss, 0.650925354961
sonorant_loss, 0.695305372735
continuant_loss, 0.667719470055
delayedrelease_loss, 1.05258660952
approximant_loss, 0.668367110519
nasal_loss, 0.123709304603
labial_loss, 0.148239627976
round_loss, 0.611941822432
strident_loss, 0.812702916341
height_loss, 0.692302690453
low_loss, 0.994566418241
front_loss, 0.84015596579
back_loss, 0.991287838452
tense_loss, 0.966033920709
consonantal_acc, 0.649222065148
sonorant_acc, 0.486562942093
continuant_acc, 0.612446959024
delayedrelease_acc, 0.482319660622
approximant_acc, 0.616690240537
nasal_acc, 0.973125884017
labial_acc, 0.966053748232
round_acc, 0.698727015601
strident_acc, 0.644978783593
height_acc, 0.547383309844
low_acc, 0.547383309844
front_acc, 0.547383309844
back_acc, 0.547383309844
tense_acc, 0.547383309844

RUN 9

loss, 9.90250177262
consonantal_loss, 0.649553905704
sonorant_loss, 0.693993766288
continuant_loss, 0.667651652025
delayedrelease_loss, 1.05218361552
approximant_loss, 0.666894658367
nasal_loss, 0.123722713551
labial_loss, 0.148363145972
round_loss, 0.61193906089
strident_loss, 0.813005834986
height_loss, 0.690216275135
low_loss, 0.992935412001
front_loss, 0.838078169371
back_loss, 0.989647529419
tense_loss, 0.964316132045
consonantal_acc, 0.649222065148
sonorant_acc, 0.486562942093
continuant_acc, 0.612446959024
delayedrelease_acc, 0.482319660622
approximant_acc, 0.616690240537
nasal_acc, 0.973125884017
labial_acc, 0.966053748232
round_acc, 0.698727015601
strident_acc, 0.644978783593
height_acc, 0.547383309844
low_acc, 0.547383309844
front_acc, 0.547383309844
back_acc, 0.547383309844
tense_acc, 0.547383309844

RUN 10

loss, 9.90539486169
consonantal_loss, 0.649796989126
sonorant_loss, 0.694338713964
continuant_loss, 0.667700167677
delayedrelease_loss, 1.05234041789
approximant_loss, 0.667453040075
nasal_loss, 0.123703958857
labial_loss, 0.148351022254
round_loss, 0.61194152972
strident_loss, 0.812572519251
height_loss, 0.690560919898
low_loss, 0.993177416554
front_loss, 0.838623765503
back_loss, 0.990059804208
tense_loss, 0.964774757076
consonantal_acc, 0.649222065148
sonorant_acc, 0.486562942093
continuant_acc, 0.612446959024
delayedrelease_acc, 0.482319660622
approximant_acc, 0.616690240537
nasal_acc, 0.973125884017
labial_acc, 0.966053748232
round_acc, 0.698727015601
strident_acc, 0.644978783593
height_acc, 0.547383309844
low_acc, 0.547383309844
front_acc, 0.547383309844
back_acc, 0.547383309844
tense_acc, 0.547383309844
